  2.163448394684E-03  2.069257803938E-03  1.982069524609E-03  1.901231939224E-03
  1.826168341444E-03  1.756366875922E-03  1.691372021828E-03  1.630777355348E-03
  1.574219376469E-03  1.521372225064E-03  1.471943143020E-03  1.425668564627E-03
  1.382310737937E-03  1.341654796496E-03  1.303506214330E-03  1.267688588177E-03
  1.234041699992E-03  1.202419820286E-03  1.172690219041E-03  1.144731856162E-03
  1.118434227949E-03  1.093696350204E-03  1.070425863604E-03  1.048538256451E-03
  1.027956232087E-03  1.008609397393E-03  9.904346656014E-04  9.733665912135E-04
  9.573466054729E-04  9.423345377130E-04  9.282823857519E-04  9.151472563112E-04
  9.028904808881E-04  8.914769082740E-04  8.808745740120E-04  8.710544729394E-04
  8.619903748169E-04  8.536586673225E-04  8.460382208336E-04  8.391102723113E-04
  8.328583266548E-04  8.272680743924E-04  8.223273248909E-04  8.180259544999E-04
  8.143558692525E-04  8.113109819369E-04  8.088872035359E-04  8.070824492221E-04
  8.058966592897E-04  8.053318356098E-04  8.053920944188E-04  8.060837364936E-04
  8.074153360369E-04  8.093978499060E-04  8.120447491629E-04  8.153721753291E-04
  8.193991241938E-04  8.241476605682E-04  8.296431680219E-04  8.359146383966E-04
  8.429950067945E-04  8.509215388213E-04  8.597362781592E-04  8.694865641152E-04
  8.802256306881E-04  8.920133010122E-04  9.049167938682E-04  9.190116624318E-04
  9.343828897313E-04  9.511261706198E-04  9.693494167248E-04  9.891745291839E-04
  1.010739494497E-03  1.034200872167E-03  1.059736759813E-03  1.087550343290E-03
  1.117874167533E-03  1.150975300572E-03  1.187161611189E-03  1.226789444197E-03
  1.270273061706E-03  1.318096332161E-03  1.370827302370E-03  1.429136497745E-03
  1.493820085898E-03  1.565829443877E-03  1.646309241602E-03  1.736646973089E-03
  1.838538054714E-03  1.954072357289E-03  2.085850650684E-03  2.237143410311E-03
  2.412110583611E-03  2.616110630736E-03  2.856142850130E-03  3.141492984742E-03
  3.484696300496E-03  3.903009797078E-03  4.420725664786E-03  5.072922647041E-03
