    1  !number of supercells
   10  !number of atoms in each primitive cell
  160  !number of atoms in each supercel
  1     0  0  0   Ag           1
  1     1  0  0   Ag           2
  1     2  0  0   Ag           3
  1     3  0  0   Ag           4
  1     0  1  0   Ag           5
  1     1  1  0   Ag           6
  1     2  1  0   Ag           7
  1     3  1  0   Ag           8
  1     0  2  0   Ag           9
  1     1  2  0   Ag          10
  1     2  2  0   Ag          11
  1     3  2  0   Ag          12
  1     0  3  0   Ag          13
  1     1  3  0   Ag          14
  1     2  3  0   Ag          15
  1     3  3  0   Ag          16
  2     0  0  0   Ag          17
  2     1  0  0   Ag          18
  2     2  0  0   Ag          19
  2     3  0  0   Ag          20
  2     0  1  0   Ag          21
  2     1  1  0   Ag          22
  2     2  1  0   Ag          23
  2     3  1  0   Ag          24
  2     0  2  0   Ag          25
  2     1  2  0   Ag          26
  2     2  2  0   Ag          27
  2     3  2  0   Ag          28
  2     0  3  0   Ag          29
  2     1  3  0   Ag          30
  2     2  3  0   Ag          31
  2     3  3  0   Ag          32
  3     0  0  0   Ag          33
  3     1  0  0   Ag          34
  3     2  0  0   Ag          35
  3     3  0  0   Ag          36
  3     0  1  0   Ag          37
  3     1  1  0   Ag          38
  3     2  1  0   Ag          39
  3     3  1  0   Ag          40
  3     0  2  0   Ag          41
  3     1  2  0   Ag          42
  3     2  2  0   Ag          43
  3     3  2  0   Ag          44
  3     0  3  0   Ag          45
  3     1  3  0   Ag          46
  3     2  3  0   Ag          47
  3     3  3  0   Ag          48
  4     0  0  0   Ag          49
  4     1  0  0   Ag          50
  4     2  0  0   Ag          51
  4     3  0  0   Ag          52
  4     0  1  0   Ag          53
  4     1  1  0   Ag          54
  4     2  1  0   Ag          55
  4     3  1  0   Ag          56
  4     0  2  0   Ag          57
  4     1  2  0   Ag          58
  4     2  2  0   Ag          59
  4     3  2  0   Ag          60
  4     0  3  0   Ag          61
  4     1  3  0   Ag          62
  4     2  3  0   Ag          63
  4     3  3  0   Ag          64
  5     0  0  0   Ag          65
  5     1  0  0   Ag          66
  5     2  0  0   Ag          67
  5     3  0  0   Ag          68
  5     0  1  0   Ag          69
  5     1  1  0   Ag          70
  5     2  1  0   Ag          71
  5     3  1  0   Ag          72
  5     0  2  0   Ag          73
  5     1  2  0   Ag          74
  5     2  2  0   Ag          75
  5     3  2  0   Ag          76
  5     0  3  0   Ag          77
  5     1  3  0   Ag          78
  5     2  3  0   Ag          79
  5     3  3  0   Ag          80
  6     0  0  0   Ag          81
  6     1  0  0   Ag          82
  6     2  0  0   Ag          83
  6     3  0  0   Ag          84
  6     0  1  0   Ag          85
  6     1  1  0   Ag          86
  6     2  1  0   Ag          87
  6     3  1  0   Ag          88
  6     0  2  0   Ag          89
  6     1  2  0   Ag          90
  6     2  2  0   Ag          91
  6     3  2  0   Ag          92
  6     0  3  0   Ag          93
  6     1  3  0   Ag          94
  6     2  3  0   Ag          95
  6     3  3  0   Ag          96
  7     0  0  0   Ag          97
  7     1  0  0   Ag          98
  7     2  0  0   Ag          99
  7     3  0  0   Ag         100
  7     0  1  0   Ag         101
  7     1  1  0   Ag         102
  7     2  1  0   Ag         103
  7     3  1  0   Ag         104
  7     0  2  0   Ag         105
  7     1  2  0   Ag         106
  7     2  2  0   Ag         107
  7     3  2  0   Ag         108
  7     0  3  0   Ag         109
  7     1  3  0   Ag         110
  7     2  3  0   Ag         111
  7     3  3  0   Ag         112
  8     0  0  0   Ag         113
  8     1  0  0   Ag         114
  8     2  0  0   Ag         115
  8     3  0  0   Ag         116
  8     0  1  0   Ag         117
  8     1  1  0   Ag         118
  8     2  1  0   Ag         119
  8     3  1  0   Ag         120
  8     0  2  0   Ag         121
  8     1  2  0   Ag         122
  8     2  2  0   Ag         123
  8     3  2  0   Ag         124
  8     0  3  0   Ag         125
  8     1  3  0   Ag         126
  8     2  3  0   Ag         127
  8     3  3  0   Ag         128
  9     0  0  0   Ag         129
  9     1  0  0   Ag         130
  9     2  0  0   Ag         131
  9     3  0  0   Ag         132
  9     0  1  0   Ag         133
  9     1  1  0   Ag         134
  9     2  1  0   Ag         135
  9     3  1  0   Ag         136
  9     0  2  0   Ag         137
  9     1  2  0   Ag         138
  9     2  2  0   Ag         139
  9     3  2  0   Ag         140
  9     0  3  0   Ag         141
  9     1  3  0   Ag         142
  9     2  3  0   Ag         143
  9     3  3  0   Ag         144
 10     0  0  0   Ag         145
 10     1  0  0   Ag         146
 10     2  0  0   Ag         147
 10     3  0  0   Ag         148
 10     0  1  0   Ag         149
 10     1  1  0   Ag         150
 10     2  1  0   Ag         151
 10     3  1  0   Ag         152
 10     0  2  0   Ag         153
 10     1  2  0   Ag         154
 10     2  2  0   Ag         155
 10     3  2  0   Ag         156
 10     0  3  0   Ag         157
 10     1  3  0   Ag         158
 10     2  3  0   Ag         159
 10     3  3  0   Ag         160
