  @version 50120           
  @page size 792, 612
  @with line
  @    line on
  @    line loctype world
  @    line g0
  @    line  0, 0,    3.177394, 0
  @    line linewidth 1.0
  @    line linestyle 1
  @    line color 1
  @    line arrow 0
  @    line arrow type 0
  @    line arrow length 1.0
  @    line arrow layout 1.0, 1.0
  @line def
  @with g0
  @    world 0, -20,    3.177394, 10
  @    view  0.25, 0.20, 1.00, 0.85
  @    xaxis  on
  @    xaxis  tick off
  @    xaxis  ticklabel off
  @    yaxis  on
  @    yaxis  tic on
  @    yaxis  tick major 5
  @    yaxis  tick minor ticks 1
  @    s0 type xysize
  @    s0 symbol 1
  @    s0 symbol sie 0.5
  @    s0 symbol color 11
  @    s0 symbol linewidth 1.0
  @    s0 line type 0
  @    s0 line linestyle 1
  @    s0 line linewidth 1.0
  @target g0.s0
  @type xysize
  
      1.0000000     -20.9538067695862864       0.0000275028385100
      1.0000000     -20.8989673881031379       0.0000125177255768
      1.0000000     -20.7442422931012551       0.0004466951862465
      1.0000000     -20.0154516667130871       0.0001202167451491
      1.0000000     -19.9678949638347447       0.0000613943990689
      1.0000000     -19.8044301903452080       0.0005577648551888
      1.0000000     -19.1145869255345850       0.0000461304879039
      1.0000000     -19.0990510881697020       0.0000528753659272
      1.0000000     -19.0743252622175987       0.0000093875421548
      1.0000000     -19.0248728855035338       0.0002039823651448
      1.0000000     -19.0022374886879071       0.0001261270159525
      1.0000000     -18.4719822149546182       0.0032191425682235
      1.0000000     -17.3189446041245709       0.0000549221198372
      1.0000000     -17.3071662156260828       0.0001941292327967
      1.0000000     -17.2825862757354436       0.0000721492683814
      1.0000000     -17.1946194020821714       0.0003414309914326
      1.0000000     -17.1752887997188708       0.0007276594369460
      1.0000000     -16.9104252955657586       0.0022997772064508
      1.0000000     -16.3713693482393765       0.0006640593765380
      1.0000000     -16.3534128657337021       0.0004773341326703
      1.0000000     -16.2232459732278578       0.0025165302649347
      1.0000000     -15.9513881817468235       0.0011261252391380
      1.0000000     -15.8985399020294231       0.0003632746352670
      1.0000000     -15.2947717353983208       0.0395719312225150
      1.0000000     -14.8421387590719807       0.0037667694094377
      1.0000000     -14.8369970007134437       0.0293630926420599
      1.0000000     -14.6922768159046573       0.2547366065176586
      1.0000000     -14.2381168506506892       0.4635342265045702
      1.0000000     -13.8394239874774154       0.1987006127083177
      1.0000000     -12.9318896630311144       0.0000869818077866
      1.0000000     -12.9177210064816510       0.0001194784001329
      1.0000000     -12.9067726257773838       0.0001259259348599
      1.0000000     -12.8606514031779344       0.0002671473274384
      1.0000000     -12.8564596880860709       0.0021806224137155
      1.0000000     -12.7907667813638888       0.0001771075417511
      1.0000000     -12.6366679567009932       0.0037948365863973
      1.0000000     -12.5794025583193569       0.1228113270692914
      1.0000000     -12.1061785565134876       0.2667751837534387
      1.0000000     -11.4672440490507856       0.0080374105721210
      1.0000000     -11.2151962412219923       0.0007069912610042
      1.0000000     -11.0703742539397467       0.0024151109465046
      1.0000000     -10.9465285835818786       0.0011625185742874
      1.0000000     -10.5218040528953427       0.0000539174946652
      1.0000000     -10.5168706705791610       0.0000470773442035
