# ik    E (eV)      weight
    0.000000   -3.425000    0.020251
    0.000000   -3.400000    0.021054
    0.000000   -3.375000    0.021920
    0.000000   -3.350000    0.022856
    0.000000   -3.325000    0.023869
    0.000000   -3.300000    0.024967
    0.000000   -3.275000    0.026160
    0.000000   -3.250000    0.027458
    0.000000   -3.225000    0.028873
    0.000000   -3.200000    0.030419
    0.000000   -3.175000    0.032113
    0.000000   -3.150000    0.033974
    0.000000   -3.125000    0.036024
    0.000000   -3.100000    0.038287
    0.000000   -3.075000    0.040795
    0.000000   -3.050000    0.043584
    0.000000   -3.025000    0.046697
    0.000000   -3.000000    0.050184
    0.000000   -2.975000    0.054107
    0.000000   -2.950000    0.058542
    0.000000   -2.925000    0.063581
    0.000000   -2.900000    0.069337
    0.000000   -2.875000    0.075952
    0.000000   -2.850000    0.083603
    0.000000   -2.825000    0.092517
    0.000000   -2.800000    0.102986
    0.000000   -2.775000    0.115388
    0.000000   -2.750000    0.130226
    0.000000   -2.725000    0.148175
    0.000000   -2.700000    0.170157
    0.000000   -2.675000    0.197458
    0.000000   -2.650000    0.231911
    0.000000   -2.625000    0.276195
    0.000000   -2.600000    0.334336
    0.000000   -2.575000    0.412576
    0.000000   -2.550000    0.520939
    0.000000   -2.525000    0.676139
    0.000000   -2.500000    0.907126
    0.000000   -2.475000    1.265499
    0.000000   -2.450000    1.842396
    0.000000   -2.425000    2.775086
    0.000000   -2.400000    4.113087
    0.000000   -2.375000    5.229431
    0.000000   -2.350000    4.885191
    0.000000   -2.325000    3.526875
    0.000000   -2.300000    2.338340
    0.000000   -2.275000    1.570104
    0.000000   -2.250000    1.097623
    0.000000   -2.225000    0.800100
    0.000000   -2.200000    0.604997
    0.000000   -2.175000    0.471741
    0.000000   -2.150000    0.377348
    0.000000   -2.125000    0.308343
    0.000000   -2.100000    0.256517
    0.000000   -2.075000    0.216680
    0.000000   -2.050000    0.185442
    0.000000   -2.025000    0.160518
    0.000000   -2.000000    0.140329
    0.000000   -1.975000    0.123757
    0.000000   -1.950000    0.109992
    0.000000   -1.925000    0.098438
    0.000000   -1.900000    0.088650
    0.000000   -1.875000    0.080286
    0.000000   -1.850000    0.073085
    0.000000   -1.825000    0.066843
    0.000000   -1.800000    0.061397
    0.000000   -1.775000    0.056618
    0.000000   -1.750000    0.052403
    0.000000   -1.725000    0.048667
    0.000000   -1.700000    0.045340
    0.000000   -1.675000    0.042366
    0.000000   -1.650000    0.039696
    0.000000   -1.625000    0.037292
    0.000000   -1.600000    0.035119
    0.000000   -1.575000    0.033150
    0.000000   -1.550000    0.031359
    0.000000   -1.525000    0.029727
    0.000000   -1.500000    0.028236
    0.000000   -1.475000    0.026870
    0.000000   -1.450000    0.025617
    0.000000   -1.425000    0.024464
    0.000000   -1.400000    0.023401
    0.000000   -1.375000    0.022420
    0.000000   -1.350000    0.021514
    0.000000   -1.325000    0.020674
    0.000000   -1.300000    0.019895
    0.000000   -1.275000    0.019172
    0.000000   -1.250000    0.018500
    0.000000   -1.225000    0.017874
    0.000000   -1.200000    0.017292
    0.000000   -1.175000    0.016748
    0.000000   -1.150000    0.016241
    0.000000   -1.125000    0.015768
    0.000000   -1.100000    0.015326
    0.000000   -1.075000    0.014913
    0.000000   -1.050000    0.014527
    0.000000   -1.025000    0.014165
    0.000000   -1.000000    0.013827
    0.000000   -0.975000    0.013512
    0.000000   -0.950000    0.013216
    0.000000   -0.925000    0.012940
    0.000000   -0.900000    0.012682
    0.000000   -0.875000    0.012442
    0.000000   -0.850000    0.012217
    0.000000   -0.825000    0.012008
    0.000000   -0.800000    0.011814
    0.000000   -0.775000    0.011634
    0.000000   -0.750000    0.011466
    0.000000   -0.725000    0.011312
    0.000000   -0.700000    0.011170
    0.000000   -0.675000    0.011039
    0.000000   -0.650000    0.010920
    0.000000   -0.625000    0.010811
    0.000000   -0.600000    0.010713
    0.000000   -0.575000    0.010626
    0.000000   -0.550000    0.010548
    0.000000   -0.525000    0.010480
    0.000000   -0.500000    0.010422
    0.000000   -0.475000    0.010373
    0.000000   -0.450000    0.010333
    0.000000   -0.425000    0.010302
    0.000000   -0.400000    0.010280
    0.000000   -0.375000    0.010268
    0.000000   -0.350000    0.010264
    0.000000   -0.325000    0.010269
    0.000000   -0.300000    0.010284
    0.000000   -0.275000    0.010307
    0.000000   -0.250000    0.010339
    0.000000   -0.225000    0.010381
    0.000000   -0.200000    0.010432
    0.000000   -0.175000    0.010493
    0.000000   -0.150000    0.010564
    0.000000   -0.125000    0.010644
    0.000000   -0.100000    0.010735
    0.000000   -0.075000    0.010837
    0.000000   -0.050000    0.010949
    0.000000   -0.025000    0.011073
    0.000000    0.000000    0.011209
    0.000000    0.025000    0.011357
    0.000000    0.050000    0.011518
    0.000000    0.075000    0.011692
    0.000000    0.100000    0.011880
    0.000000    0.125000    0.012084
    0.000000    0.150000    0.012302
    0.000000    0.175000    0.012538
    0.000000    0.200000    0.012791
    0.000000    0.225000    0.013062
    0.000000    0.250000    0.013353
    0.000000    0.275000    0.013665
    0.000000    0.300000    0.013999
    0.000000    0.325000    0.014357
    0.000000    0.350000    0.014740
    0.000000    0.375000    0.015151
    0.000000    0.400000    0.015592
    0.000000    0.425000    0.016064
    0.000000    0.450000    0.016571
    0.000000    0.475000    0.017115
    0.000000    0.500000    0.017700
    0.000000    0.525000    0.018328
    0.000000    0.550000    0.019004
    0.000000    0.575000    0.019733
    0.000000    0.600000    0.020519
    0.000000    0.625000    0.021367
    0.000000    0.650000    0.022285
    0.000000    0.675000    0.023278
    0.000000    0.700000    0.024356
    0.000000    0.725000    0.025528
    0.000000    0.750000    0.026803
    0.000000    0.775000    0.028195
    0.000000    0.800000    0.029716
    0.000000    0.825000    0.031383
    0.000000    0.850000    0.033215
    0.000000    0.875000    0.035233
    0.000000    0.900000    0.037462
    0.000000    0.925000    0.039933
    0.000000    0.950000    0.042681
    0.000000    0.975000    0.045747
    0.000000    1.000000    0.049182
