   1.00000000000000     
   3.19031548500000       0.000000000000000E+000  0.000000000000000E+000
   1.59515700670000        2.76289468090000       0.000000000000000E+000
  1.300000000000000E-015  7.000000000000000E-016   20.8790035248000     
   6.38063097000000       0.000000000000000E+000  0.000000000000000E+000
   3.19031401340000        5.52578936180000       0.000000000000000E+000
  1.300000000000000E-015  7.000000000000000E-016   20.8790035248000     
  0  0  0
  1  0  0
  0  1  0
  1  1  0
  0  0  0
  1  0  0
  0  1  0
  1  1  0
  0  0  0
  1  0  0
  0  1  0
  1  1  0
