201  1         -1.43860000  ! NKPTS, jspins, ef (eV)
2  ! number of segments; positions:
    1.474634    3.177394
1  36  1  0.500000  1.000000  0.000000         0.000000
  -19.9652674055           1.09506E-10
  -19.9651491317           2.05851E-10
  -18.3145622348           4.20701E-10
  -18.3145308711           2.96247E-10
  -15.5041922149           1.00000E+00
  -15.2362675529           2.17810E-09
  -15.2361902134           8.01230E-09
  -14.6411793125           1.00000E+00
  -13.5362048378           8.06106E-10
  -13.5361584287           5.12704E-10
  -10.6402438548           1.05713E-10
  -10.6401906341           4.53117E-10
  -10.5125345674           8.53425E-11
  -10.5124651523           1.30187E-10
   -8.1240887428           7.89843E-11
   -8.1240007140           5.26860E-11
   -7.8730098760           1.00000E+00
   -7.5206916165           1.60324E-10
   -7.5206316864           4.62532E-09
   -7.1037654470           2.85945E-09
   -7.1036945362           2.85378E-09
   -6.2037284548           3.14075E-11
   -6.2037106061           5.26020E-10
   -6.0511385425           3.60848E-10
   -6.0510913480           1.15428E-10
   -3.8062524268           1.00000E+00
   -3.0479741358           1.48569E-10
   -3.0478792961           5.46304E-10
    0.0202327571           6.39808E-10
    0.0202904425           1.22908E-09
    0.1962039197           1.00000E+00
    2.9807311804           5.33127E-07
    2.9807833002           6.20259E-06
    3.7279963063           3.10451E-07
    3.7391608031           2.49125E-04
    4.6549663268           8.57449E-06
2  36  1  0.495000  0.990000  0.000000         0.014746
  -19.9980143618           2.03449E-10
  -19.9312544374           1.77724E-10
  -18.3628352024           3.60526E-10
  -18.2651756889           3.46155E-10
  -15.5174740209           1.00000E+00
  -15.2462782850           5.11495E-09
  -15.2259352347           4.13236E-09
  -14.6270277782           1.00000E+00
  -13.6076610932           6.42276E-10
  -13.4645771852           6.80339E-10
  -10.6993029731           2.67533E-10
  -10.5985677792           1.08539E-10
  -10.5805414811           2.92071E-10
  -10.4255307405           1.08356E-10
   -8.1631904772           6.68778E-11
   -8.0835793689           6.27358E-11
   -7.8724195620           1.00000E+00
   -7.5925162796           3.81663E-09
   -7.4518900542           1.66763E-09
   -7.1761759780           3.43420E-09
   -7.0328136282           2.45164E-09
   -6.2587098799           2.75644E-10
   -6.1475602024           2.88249E-10
   -6.1197592317           2.60634E-10
   -5.9848658674           2.02327E-10
   -3.8102749149           1.00000E+00
   -3.0621645216           4.03436E-10
   -3.0348720034           2.85717E-10
    0.0170106869           1.71522E-09
    0.0239104269           1.89434E-09
    0.2011595947           1.00000E+00
    2.9356308755           1.82759E-07
    3.0274058395           9.26114E-08
    3.6513487580           3.15352E-06
    3.8136665950           2.24200E-06
    4.6149457103           3.33090E-05
3  36  1  0.490000  0.980000  0.000000         0.029493
  -20.0296606995           1.58209E-10
  -19.8961433947           1.97868E-10
  -18.4100265702           3.94385E-10
  -18.2147081023           3.35559E-10
  -15.5549886504           1.00000E+00
  -15.2558756648           4.25954E-09
  -15.2154864389           2.93717E-09
  -14.5869042549           1.00000E+00
  -13.6785306025           6.30443E-10
  -13.3930847208           7.01192E-10
  -10.7576950974           2.56088E-10
  -10.6831861258           1.08444E-10
  -10.5202551968           3.06741E-10
  -10.3376899020           1.09704E-10
   -8.2009561605           6.99556E-11
   -8.0418027170           6.14572E-11
   -7.8706487814           1.00000E+00
   -7.6666244894           7.29990E-09
   -7.3858671574           1.24845E-09
   -7.2494553365           4.18931E-09
   -6.9624871568           2.12946E-09
   -6.3125113359           2.74286E-10
   -6.1904679328           2.86911E-10
   -6.0901536244           2.92700E-10
   -5.9201375294           1.82311E-10
   -3.8222803433           1.00000E+00
   -3.0775537273           4.45021E-10
   -3.0228790964           2.45341E-10
    0.0143154578           1.67902E-09
    0.0278907796           2.31319E-10
    0.2159641046           1.00000E+00
    2.8922167393           7.57628E-07
    3.0758895779           4.63857E-07
    3.6103541128           6.12936E-07
    4.2894078079           1.07114E-03
    4.5947670508           3.73625E-04
4  36  1  0.485000  0.970000  0.000000         0.044239
  -20.0601531500           2.56330E-10
  -19.8598799565           1.26735E-10
  -18.4561224694           3.96792E-10
  -18.1631601630           3.25533E-10
  -15.6113637107           1.00000E+00
  -15.2649763720           3.16084E-09
  -15.2050346370           2.02685E-09
  -14.5261819893           1.00000E+00
  -13.7484868817           6.23691E-10
  -13.3222212730           7.28163E-10
  -10.8154494879           2.44749E-10
  -10.7662045209           1.09300E-10
  -10.4593765113           3.20242E-10
  -10.2492476614           1.10151E-10
   -8.2373503409           7.37637E-11
   -7.9986424417           6.15843E-11
   -7.8676980455           1.00000E+00
   -7.7432951861           1.99000E-08
   -7.3236346087           5.32735E-09
   -7.3229047398           9.66342E-10
   -6.8935546485           1.88656E-09
   -6.3651149848           2.75328E-10
   -6.2626388075           3.36206E-10
   -6.0316555405           3.00645E-10
   -5.8584174404           1.60791E-10
   -3.8420866814           1.00000E+00
   -3.0941235776           5.36464E-10
   -3.0121459296           2.31622E-10
    0.0122771493           2.27148E-09
    0.0308230302           3.95799E-10
    0.2404336870           1.00000E+00
    2.8502705872           4.19937E-08
    3.1256741568           1.94176E-06
    3.4937942114           7.11698E-05
    3.9745427433           3.29968E-05
    4.5293292602           6.99074E-05
5  36  1  0.480000  0.960000  0.000000         0.058985
  -20.0894867290           1.75528E-10
  -19.8224669152           1.38887E-10
  -18.5011164806           4.01584E-10
  -18.1105418983           3.24658E-10
  -15.6809297084           1.00000E+00
  -15.2735017105           2.27280E-09
  -15.1948212906           1.44171E-09
  -14.4505965129           1.00000E+00
  -13.8171951460           6.26393E-10
  -13.2522359389           7.56998E-10
  -10.8726103109           2.35542E-10
