203  1          0.00000000  ! NKPTS, jspins, ef (eV)
2  ! number of segments; positions:
    1.474633    3.177392
1  20  1  1.000000  0.000000  0.000000         0.000000
  -20.0072904237           1.16434E-10
  -14.7390210962           1.62060E-01
  -14.7388440708           3.13716E-01
  -14.7388407679           9.33008E-03
  -13.7303904078           2.96038E-03
  -13.7303872910           3.11894E-01
  -13.7303405481           1.72488E-01
   -8.1004992388           5.87608E-11
   -6.9007588215           1.91588E-01
   -6.9007582126           1.43125E-01
   -6.9006545785           1.59938E-01
   -3.4959407541           2.44305E-10
   -3.4959363309           3.63373E-11
   -2.8044326538           1.41236E-01
   -2.8042644476           2.73723E-01
   -2.8042617593           7.42939E-03
    1.2585760816           1.30002E-01
    1.2586640160           7.70237E-05
    1.2586656552           2.74913E-01
    2.5569046443           8.74028E-13
2  20  1  0.990099  0.000000  0.000000         0.014600
  -20.0067019240           1.16565E-10
  -14.7502087240           4.85069E-01
  -14.7414406484           4.42572E-05
  -14.7413208305           2.88152E-09
  -13.7269490933           8.84141E-10
  -13.7269163321           4.04081E-06
  -13.7181996728           4.87331E-01
   -8.0998006995           5.87626E-11
   -6.9025792783           1.16182E-08
   -6.9025100109           2.08837E-04
   -6.9001426518           4.94442E-01
   -3.4981337747           3.62616E-11
   -3.4970081286           2.44486E-10
   -2.8081950253           4.22113E-01
   -2.8048107680           2.32498E-04
   -2.8046980893           9.82510E-09
    1.2596811145           5.07772E-05
    1.2597407927           7.04093E-11
    1.2634229419           4.04989E-01
    2.5576992715           6.31769E-13
3  20  1  0.980198  0.000000  0.000000         0.029201
  -20.0049602354           1.16956E-10
  -14.7826146800           4.85127E-01
  -14.7487685722           3.01010E-06
  -14.7486494553           2.35869E-10
  -13.7166979645           1.06911E-10
  -13.7166664488           4.25177E-07
  -13.6831232781           4.87317E-01
   -8.0977086815           5.89564E-11
   -6.9081816689           8.13806E-10
   -6.9081116682           1.26117E-05
   -6.8984827847           4.94639E-01
   -3.5053996523           3.63311E-11
   -3.5008879010           2.45541E-10
   -2.8197783941           4.22206E-01
   -2.8061117198           1.42390E-05
   -2.8059976852           6.19276E-10
    1.2628952562           3.26695E-06
    1.2629546663           1.26115E-11
    1.2777277131           4.05180E-01
    2.5600831525           6.42868E-13
4  20  1  0.970297  0.000000  0.000000         0.043801
  -20.0020575627           1.17618E-10
  -14.8324256097           4.85145E-01
  -14.7606761554           6.82587E-07
  -14.7605589408           8.28022E-11
  -13.6999959864           6.41501E-11
  -13.6999664676           1.41673E-07
  -13.6289021626           4.87299E-01
   -8.0942221656           5.91335E-11
   -6.9173726837           2.42182E-10
   -6.9173025819           2.47526E-06
   -6.8955781972           4.94650E-01
   -3.5174841976           3.63798E-11
   -3.5073350347           2.46722E-10
   -2.8387303601           4.22009E-01
   -2.8083430695           2.87661E-06
   -2.8082288570           1.27079E-10
    1.2682297355           6.61128E-07
    1.2682892156           5.56280E-12
    1.3014951483           4.05413E-01
    2.5640563142           1.23777E-12
5  20  1  0.960396  0.000000  0.000000         0.058401
  -19.9980077462           1.18538E-10
  -14.8954193432           4.85155E-01
  -14.7766861639           2.54476E-07
  -14.7765714703           5.39704E-11
  -13.6772188062           5.74186E-11
  -13.6771918349           7.09273E-08
  -13.5598725023           4.87291E-01
   -8.0893697500           5.95970E-11
   -6.9300475676           1.47273E-10
   -6.9299774681           7.96937E-07
   -6.8917149649           4.94652E-01
   -3.5343673243           3.65407E-11
   -3.5163475704           2.48499E-10
   -2.8651968416           4.21734E-01
   -2.8112697305           9.11973E-07
   -2.8111555344           4.13856E-11
    1.2757968408           2.19964E-07
    1.2758564859           3.14015E-12
    1.3341591119           4.05733E-01
    2.5696187857           1.12447E-12
6  20  1  0.950495  0.000000  0.000000         0.073002
  -19.9927830810           1.19757E-10
  -14.9677889502           4.85152E-01
  -14.7962971380           1.24412E-07
  -14.7961853439           4.48077E-11
  -13.6489520042           5.65306E-11
  -13.6489279377           4.30084E-08
  -13.4796893855           4.87296E-01
   -8.0830960290           6.03821E-11
   -6.9462828078           1.20938E-10
   -6.9462127490           3.26491E-07
   -6.8864824757           4.94654E-01
   -3.5559942882           3.66020E-11
   -3.5278609616           2.50909E-10
   -2.8984384476           4.21390E-01
   -2.8150523220           3.80698E-07
   -2.8149382192           1.80105E-11
    1.2853830406           9.45878E-08
    1.2854429140           2.56783E-12
    1.3756791291           4.06125E-01
    2.5767706241           7.07040E-13
7  20  1  0.940594  0.000000  0.000000         0.087602
  -19.9863978629           1.21199E-10
  -15.0467190506           4.85139E-01
  -14.8189589098           7.17505E-08
  -14.8188502159           4.08472E-11
  -13.6157106691           5.76038E-11
  -13.6156896968           2.91269E-08
  -13.3912479153           4.87315E-01
   -8.0754290946           6.10405E-11
   -6.9660311441           1.11862E-10
   -6.9659611485           1.57697E-07
   -6.8801020598           4.94656E-01
   -3.5823226953           3.67909E-11
   -3.5418569606           2.53849E-10
   -2.9381674999           4.20989E-01
   -2.8196857169           1.88162E-07
   -2.8195717537           9.60158E-12
    1.2970197023           4.83933E-08
    1.2970798600           2.12622E-12
    1.4254132198           4.06587E-01
    2.5855118858           8.88305E-13
8  20  1  0.930693  0.000000  0.000000         0.102202
  -19.9788493955           1.23042E-10
  -15.1301480757           4.85115E-01
  -14.8441169793           4.61326E-08
  -14.8440114430           3.87060E-11
  -13.5780794573           6.00663E-11
  -13.5780616293           2.11634E-08
  -13.2965850242           4.87345E-01
   -8.0663694305           6.16794E-11
   -6.9892416849           1.08906E-10
   -6.9891717694           8.52975E-08
   -6.8725650249           4.94657E-01
   -3.6131677821           3.70071E-11
   -3.5582923509           2.57353E-10
   -2.9839151565           4.20542E-01
   -2.8251186745           1.04505E-07
   -2.8250048856           5.84952E-12
    1.3106710696           2.78284E-08
