  9.444153387737E-09  9.494198375626E-09  9.544716167704E-09  9.595714785102E-09
  9.647202481986E-09  9.699187755478E-09  9.751679356121E-09  9.804686298920E-09
  9.858217874988E-09  9.912283663865E-09  9.966893546515E-09  1.002205771909E-08
  1.007778670749E-08  1.013409138278E-08  1.019098297760E-08  1.024847310365E-08
  1.030657377062E-08  1.036529740769E-08  1.042465689236E-08  1.048466560414E-08
  1.054533727825E-08  1.060668586995E-08  1.066872666244E-08  1.073147501472E-08
  1.079494687981E-08  1.085915886417E-08  1.092412823879E-08  1.098987297012E-08
  1.105641175735E-08  1.112376407339E-08  1.119195020903E-08  1.126099132035E-08
  1.133090947958E-08  1.140172772960E-08  1.147347014251E-08  1.154616188251E-08
  1.161982927353E-08  1.169449987193E-08  1.177020254490E-08  1.184696755482E-08
  1.192482665041E-08  1.200381316502E-08  1.208396212293E-08  1.216531035437E-08
  1.224789661996E-08  1.233176174571E-08  1.241694876947E-08  1.250350309993E-08
  1.259147268964E-08  1.268090822324E-08  1.277186332263E-08  1.286439477085E-08
  1.295856275659E-08  1.305443114166E-08  1.315206775380E-08  1.325154470781E-08
  1.335293875811E-08  1.345633168633E-08  1.356181072801E-08  1.366946904310E-08
  1.377940623541E-08  1.389172892707E-08  1.400655139480E-08  1.412399627575E-08
  1.424419535186E-08  1.436729042297E-08  1.449343428044E-08  1.462279179488E-08
  1.475554113363E-08  1.489187512617E-08  1.503200279854E-08  1.517615110139E-08
  1.532456686018E-08  1.547751898129E-08  1.563530095327E-08  1.579823368984E-08
  1.596666876926E-08  1.614099213534E-08  1.632162833726E-08  1.650904540061E-08
  1.670376044016E-08  1.690634614755E-08  1.711743831442E-08  1.733774458578E-08
  1.756805468092E-08  1.780925237213E-08  1.806232957794E-08  1.832840301192E-08
  1.860873393445E-08  1.890475169139E-08  1.921808189864E-08  1.955058035808E-08
  1.990437408591E-08  2.028191122152E-08  2.068602209787E-08  2.111999443753E-08
  2.158766655796E-08  2.209354371765E-08  2.264294444590E-08  2.324218606940E-08
  2.389882196960E-08  2.462194781281E-08  2.542260075553E-08  2.631428546927E-08
  2.731367537281E-08  2.844155929621E-08  2.972413716679E-08  3.119482026362E-08
  3.289677419224E-08  3.488657709026E-08  3.723958968285E-08  4.005801819505E-08
  4.348333128458E-08  4.771593851457E-08  5.304741399892E-08  5.991528807503E-08
  6.900038708739E-08  8.140892785293E-08  9.903485775004E-08  1.253370436226E-07
  1.671686656076E-07  2.396200996381E-07  3.809218349405E-07  7.077201480040E-07
  1.650052291289E-06  3.884415868434E-06  2.549685922841E-06  1.002864992482E-06
  4.962321393291E-07  2.987952883558E-07  2.058062389072E-07  1.562386152740E-07
  1.278824875055E-07  1.113451491156E-07  1.022693287838E-07  9.861025994203E-08
  9.960129857585E-08  1.054129697541E-07  1.172270852997E-07  1.377842448847E-07
  1.728753836828E-07  2.353454308724E-07  3.571662487951E-07  6.328100534957E-07
  1.403134202678E-06  3.522128053484E-06  2.973551944690E-06  1.154211213278E-06
  5.461216297520E-07  3.165565246240E-07  2.099204318792E-07  1.525294170056E-07
  1.182938914821E-07  9.629011848010E-08  8.133328834746E-08  7.071660133468E-08
  6.291798150148E-08  5.702917849812E-08  5.248128939924E-08  4.890330246625E-08
